node_id,x,y
1108001,38.3219,-87.1114
1108002,38.3219,-94.3481
1108003,38.3222,126.1931
1108004,38.3222,126.2158
1108005,38.3222,-75.1219
1108006,38.3222,-76.2247
1108007,38.3222,-76.6189
1108008,38.3225,126.4006
1108009,38.3225,127.015
1108010,38.3225,-75.2181
1108011,38.3225,-75.8672
1108012,38.3225,-78.2556
1108013,38.3225,-83.8222
1108014,38.3225,-87.1797
1108015,38.3228,26.3061
1108016,38.3228,-76.8581
1108017,38.3228,-82.4469
1108018,38.3228,-84.8956
1108019,38.3231,114.8878
1108020,38.3231,125.4961
1108021,38.3231,67.8189
1108022,38.3231,-82.2211
1108023,38.3231,-85.8022
1108024,38.3231,-91.2564
1108025,38.3233,126.1731
1108026,38.3233,-77.4422
1108027,38.3236,125.4247
1108028,38.3236,125.4592
1108029,38.3236,126.0061
1108030,38.3236,126.0603
1108031,38.3236,67.3078
1108032,38.3236,-79.6406
1108033,38.3236,-82.0569
1108034,38.3236,-85.5214
1108035,38.3236,-86.1547
1108036,38.3239,-77.4686
1108037,38.3242,-113.0656
1108038,38.3242,-122.4869
1108039,38.3242,126.1292
1108040,38.3242,44.3764
1108041,38.3242,-75.5517
1108042,38.3242,-76.5172
1108043,38.3242,-85.4725
1108044,38.3242,-92.665
1108045,38.3244,117.4506
1108046,38.3244,125.4689
1108047,38.3244,69.8367
1108048,38.3244,-75.5925
1108049,38.3244,-85.8736
1108050,38.3244,-86.6656
1108051,38.3247,126.6142
1108052,38.3247,48.3094
1108053,38.3247,-81.5717
1108054,38.3247,-92.0419
1108055,38.3247,-92.585
1108056,38.325,-107.7792
1108057,38.325,126.2092
1108058,38.325,-77.1783
1108059,38.325,-88.9278
1108060,38.325,-89.0761
1108061,38.3253,114.7844
1108062,38.3253,125.2947
1108063,38.3253,125.3922
1108064,38.3253,125.4828
1108065,38.3253,-76.4292
1108066,38.3253,-76.4472
1108067,38.3256,-77.7261
1108068,38.3258,114.2314
1108069,38.3258,125.465
1108070,38.3258,126.0186
1108071,38.3258,-80.5547
1108072,38.3258,-81.3108
1108073,38.3258,-93.615
1108074,38.3261,-121.6122
1108075,38.3261,126.1133
1108076,38.3261,26.4072
1108077,38.3261,-76.5014
1108078,38.3261,-76.7275
1108079,38.3261,-86.1711
1108080,38.3264,-75.6206
1108081,38.3264,-75.6292
1108082,38.3264,-78.2325
1108083,38.3264,-87.3447
1108084,38.3264,-89.8769
1108085,38.3264,-90.5919
1108086,38.3267,125.4575
1108087,38.3267,126.0964
1108088,38.3267,70.0708
1108089,38.3267,-76.4264
1108090,38.3269,-122.7061
1108091,38.3269,126.0497
1108092,38.3269,126.1208
1108093,38.3269,-75.2303
1108094,38.3269,-82.4753
1108095,38.3269,-83.0214
1108096,38.3272,-121.3222
1108097,38.3272,125.2492
1108098,38.3272,126.0689
1108099,38.3272,-85.6453
1108100,38.3272,-87.0264
1108101,38.3275,112.1022
1108102,38.3275,125.4256
1108103,38.3275,125.4308
1108104,38.3275,126.2011
1108105,38.3275,126.4181
1108106,38.3275,126.6656
1108107,38.3275,-85.6278
1108108,38.3275,-86.0436
1108109,38.3278,125.2786
1108110,38.3278,125.4514
1108111,38.3278,-75.6833
1108112,38.3278,-88.8669
1108113,38.3281,125.2881
1108114,38.3281,125.4911
1108115,38.3281,128.5275
1108116,38.3281,140.8058
1108117,38.3281,69.9308
1108118,38.3281,-77.3908
1108119,38.3281,-77.9067
1108120,38.3283,-121.5747
1108121,38.3283,128.4694
1108122,38.3283,140.9797
1108123,38.3283,48.1989
1108124,38.3283,67.6278
1108125,38.3283,-80.6656
1108126,38.3283,-94.9917
1108127,38.3286,126.1503
1108128,38.3286,-75.3758
1108129,38.3286,-75.6269
1108130,38.3286,-84.3592
1108131,38.3286,-88.36
1108132,38.3289,126.1417
1108133,38.3289,126.1678
1108134,38.3289,-75.6828
1108135,38.3289,-76.4639
1108136,38.3292,-104.6681
1108137,38.3292,71.2531
1108138,38.3292,-75.5875
1108139,38.3292,-88.1722
1108140,38.3294,126.0792
1108141,38.3294,-77.4419
1108142,38.3294,-84.7036
1108143,38.3294,-89.1908
1108144,38.3297,114.3889
1108145,38.3297,125.4328
1108146,38.3297,128.4394
1108147,38.3297,-90.6575
1108148,38.33,115.7342
1108149,38.33,115.7664
1108150,38.33,125.4942
1108151,38.33,-76.4344
1108152,38.33,-77.2475
1108153,38.33,-81.6306
1108154,38.33,-82.2578
1108155,38.33,-85.6442
1108156,38.33,-89.0325
1108157,38.3303,-120.63
1108158,38.3303,127.5769
1108159,38.3303,67.7344
1108160,38.3303,-78.4911
1108161,38.3303,-82.8061
1108162,38.3303,-88.7222
1108163,38.3306,-121.6428
1108164,38.3306,125.2639
1108165,38.3306,126.5058
1108166,38.3306,141.475
1108167,38.3306,68.0594
1108168,38.3306,-76.6389
1108169,38.3306,-80.6533
1108170,38.3306,-87.5017
1108171,38.3306,-88.9931
1108172,38.3308,126.3972
1108173,38.3308,127.505
1108174,38.3308,128.3825
1108175,38.3308,46.3031
1108176,38.3308,68.8719
1108177,38.3308,-79.9711
1108178,38.3308,-88.7258
1108179,38.3311,-121.5675
1108180,38.3311,-77.0514
1108181,38.3311,-77.4608
1108182,38.3311,-91.3033
1108183,38.3314,-109.1486
1108184,38.3314,117.7544
1108185,38.3314,-75.1072
1108186,38.3314,-87.1908
1108187,38.3317,112.845
1108188,38.3317,-121.4628
1108189,38.3317,126.6936
1108190,38.3317,128.1914
1108191,38.3317,46.5828
1108192,38.3317,-75.5906
1108193,38.3317,-75.6228
1108194,38.3317,-87.3014
1108195,38.3319,-78.1656
1108196,38.3319,-83.8567
1108197,38.3319,-85.7931
1108198,38.3319,-92.2903
1108199,38.3322,-120.6703
1108200,38.3322,-122.7592
