node_id,x,y
968401,34.8511,71.5569
968402,34.8511,71.8567
968403,34.8511,-87.5919
968404,34.8514,104.2886
968405,34.8514,126.3383
968406,34.8514,69.1689
968407,34.8514,71.4125
968408,34.8514,-77.9597
968409,34.8514,-86.5722
968410,34.8514,-86.9739
968411,34.8514,-87.0417
968412,34.8514,-87.2353
968413,34.8514,-87.5728
968414,34.8514,-87.7481
968415,34.8514,-93.4078
968416,34.8517,71.5075
968417,34.8517,-87.6608
968418,34.8519,126.4922
968419,34.8519,-87.5667
968420,34.8519,-95.8364
968421,34.8522,126.2425
968422,34.8522,126.42
968423,34.8522,69.1878
968424,34.8522,-86.4581
968425,34.8525,127.7064
968426,34.8525,-5.1064
968427,34.8525,69.165
968428,34.8525,71.6631
968429,34.8525,-82.3942
968430,34.8525,-82.4467
968431,34.8525,-91.0517
968432,34.8528,108.8947
968433,34.8528,116.8889
968434,34.8528,126.0792
968435,34.8528,50.0569
968436,34.8528,71.9572
968437,34.8528,-80.1589
968438,34.8528,-80.9114
968439,34.8528,-84.2189
968440,34.8528,-87.6828
968441,34.8531,69.1522
968442,34.8531,71.9003
968443,34.8533,48.6628
968444,34.8533,69.6472
968445,34.8533,71.6775
968446,34.8533,71.9297
968447,34.8533,-82.2906
968448,34.8533,-87.6894
968449,34.8536,44.5639
968450,34.8536,46.9236
968451,34.8536,-81.7681
968452,34.8536,-82.6061
968453,34.8539,112.3406
968454,34.8539,-1.4061
968455,34.8539,71.7072
968456,34.8539,-82.4331
968457,34.8542,105.9289
968458,34.8542,113.745
968459,34.8542,127.5956
968460,34.8542,32.3708
968461,34.8542,32.7458
968462,34.8542,33.5458
968463,34.8542,37.1375
968464,34.8542,37.6583
968465,34.8542,71.5931
968466,34.8542,-81.4119
968467,34.8542,-82.3236
968468,34.8542,-84.9111
968469,34.8544,107.2297
968470,34.8544,128.3875
968471,34.8544,40.6083
968472,34.8544,-82.3731
968473,34.8544,-87.1014
968474,34.8544,-94.3125
968475,34.8544,-95.5819
968476,34.8547,-106.7047
968477,34.8547,40.6297
968478,34.8547,41.1944
968479,34.8547,70.1036
968480,34.8547,71.7367
968481,34.8547,-84.85
968482,34.8547,-87.6722
968483,34.8547,-90.7928
968484,34.855,128.1833
968485,34.855,48.5203
968486,34.855,-5.0664
968487,34.855,71.9667
968488,34.855,-86.9336
968489,34.855,-87.6958
968490,34.855,-95.3075
968491,34.8553,48.0506
968492,34.8553,71.5619
968493,34.8553,71.7956
968494,34.8553,-86.7356
968495,34.8553,-87.6917
968496,34.8553,-97.4583
968497,34.8556,-0.1736
968498,34.8556,-105.7797
968499,34.8556,112.2758
968500,34.8556,44.4722
968501,34.8556,45.1764
968502,34.8556,69.2133
968503,34.8556,71.5425
968504,34.8556,71.7142
968505,34.8556,71.9844
968506,34.8556,-78.5264
968507,34.8556,-86.7508
968508,34.8556,-87.6461
968509,34.8558,46.8011
968510,34.8558,48.0428
968511,34.8558,48.4194
968512,34.8558,49.7531
968513,34.8558,50.8583
968514,34.8558,-81.8278
968515,34.8558,-87.5614
968516,34.8561,-100.2133
968517,34.8561,-116.8414
968518,34.8561,71.6686
968519,34.8561,-85.8208
968520,34.8561,-90.6081
968521,34.8561,-91.3006
968522,34.8564,126.9378
968523,34.8564,127.8136
968524,34.8564,44.3197
968525,34.8564,46.5081
968526,34.8564,47.2289
968527,34.8564,69.4122
968528,34.8564,-86.7242
968529,34.8567,128.0131
968530,34.8567,69.3919
968531,34.8567,-82.2986
968532,34.8567,-87.2147
968533,34.8569,48.4933
968534,34.8569,69.1833
968535,34.8569,71.3944
968536,34.8569,71.8992
968537,34.8569,71.9436
968538,34.8569,-79.0494
968539,34.8569,-82.2242
968540,34.8569,-87.36
968541,34.8572,-105.5806
968542,34.8572,118.2264
968543,34.8572,126.8525
968544,34.8572,128.0225
968545,34.8572,69.7619
968546,34.8572,71.825
968547,34.8572,-81.8856
968548,34.8572,-83.7222
968549,34.8572,-88.605
968550,34.8575,104.0117
968551,34.8575,45.8308
968552,34.8575,47.4322
968553,34.8575,71.5283
968554,34.8575,-86.7953
968555,34.8578,50.2667
968556,34.8578,50.6525
968557,34.8578,71.8075
968558,34.8578,-77.7475
968559,34.8578,-81.9667
968560,34.8578,-82.4392
968561,34.8578,-83.0153
968562,34.8581,127.9683
968563,34.8581,71.5394
968564,34.8581,-83.0342
968565,34.8581,-85.4325
968566,34.8581,-87.5692
968567,34.8583,116.7556
968568,34.8583,119.0583
968569,34.8583,32.5167
968570,34.8583,32.5417
968571,34.8583,32.5875
968572,34.8583,32.6167
968573,34.8583,32.8708
968574,34.8583,71.3792
968575,34.8583,71.4153
968576,34.8583,71.4417
968577,34.8583,71.4972
968578,34.8583,-80.8461
968579,34.8583,-82.2828
968580,34.8586,105.6686
968581,34.8586,108.4553
968582,34.8586,109.3058
968583,34.8586,45.3464
968584,34.8589,127.1122
968585,34.8589,127.2914
968586,34.8589,71.7669
968587,34.8589,-76.9028
968588,34.8589,-82.2678
968589,34.8589,-86.1694
968590,34.8592,126.1275
968591,34.8592,127.7731
968592,34.8592,-2.1439
968593,34.8592,49.685
968594,34.8592,50.61
968595,34.8592,69.3764
968596,34.8592,-82.2917
968597,34.8592,-83.3972
968598,34.8594,126.2694
968599,34.8594,48.6008
968600,34.8594,49.9089
