node_id,x,y
450201,11.2,-13.8833
450202,11.2,13.9
450203,11.2,-14.1333
450204,11.2,-14.1667
450205,11.2,-14.4
450206,11.2,-14.55
450207,11.2,-14.8667
450208,11.2,-14.8833
450209,11.2,14.9333
450210,11.2,14.95
450211,11.2,15.0667
450212,11.2,-15.0833
450213,11.2,-15.1
450214,11.2,-15.1167
450215,11.2,-15.1333
450216,11.2,-15.15
450217,11.2,-15.1833
450218,11.2,15.2333
450219,11.2,-15.3167
450220,11.2,15.3333
450221,11.2,-15.3833
450222,11.2,-15.75
450223,11.2,15.9
450224,11.2,16.9167
450225,11.2,18.25
450226,11.2,19.5
450227,11.2,20.1667
450228,11.2,-2.0167
450229,11.2,2.2333
450230,11.2,-2.25
450231,11.2,2.2833
450232,11.2,2.3167
450233,11.2,2.3333
450234,11.2,-2.3333
450235,11.2,2.35
450236,11.2,23.6333
450237,11.2,2.3833
450238,11.2,2.4167
450239,11.2,24.25
450240,11.2,2.4667
450241,11.2,-2.4667
450242,11.2,25.1
450243,11.2,-2.5667
450244,11.2,25.7
450245,11.2,2.8833
450246,11.2,2.9167
450247,11.2,29.3833
450248,11.2,29.6333
450249,11.2,2.9667
450250,11.2,-2.9667
450251,11.2,29.9833
450252,11.2,30.0167
450253,11.2,-3.0167
450254,11.2,3.0333
450255,11.2,-3.05
450256,11.2,-3.1333
450257,11.2,-3.15
450258,11.2,31.5333
450259,11.2,-3.1667
450260,11.2,-3.1833
450261,11.2,-3.2167
450262,11.2,-3.2333
450263,11.2,34.65
450264,11.2,34.7667
450265,11.2,35.35
450266,11.2,35.4
450267,11.2,35.4667
450268,11.2,-3.9
450269,11.2,39.0
450270,11.2,39.2333
450271,11.2,39.3333
450272,11.2,-3.9667
450273,11.2,39.75
450274,11.2,39.9833
450275,11.2,4.0333
450276,11.2,-4.05
450277,11.2,-4.1333
450278,11.2,-4.2833
450279,11.2,-4.3
450280,11.2,4.3333
450281,11.2,4.55
450282,11.2,4.6333
450283,11.2,4.7333
450284,11.2,48.25
450285,11.2,4.8833
450286,11.2,-4.8833
450287,11.2,50.4167
450288,11.2,5.15
450289,11.2,-5.4333
450290,11.2,-6.0
450291,11.2,-60.6167
450292,11.2,-60.6333
450293,11.2,-60.65
450294,11.2,-60.6667
450295,11.2,-60.6833
450296,11.2,-60.7167
450297,11.2,-60.7333
450298,11.2,-60.75
450299,11.2,-60.7667
450300,11.2,-60.7833
450301,11.2,6.4
450302,11.2,6.4167
450303,11.2,6.5
450304,11.2,-6.6333
450305,11.2,-6.7167
450306,11.2,-6.8167
450307,11.2,-68.4667
450308,11.2,-68.5833
450309,11.2,-68.6333
450310,11.2,-68.6667
450311,11.2,-68.6833
450312,11.2,-68.7
450313,11.2,-68.7667
450314,11.2,-68.7833
450315,11.2,-68.8167
450316,11.2,6.8833
450317,11.2,-68.8333
450318,11.2,-68.85
450319,11.2,-69.25
450320,11.2,6.9333
450321,11.2,-69.4
450322,11.2,-69.6333
450323,11.2,-70.1667
450324,11.2,-72.2
450325,11.2,-72.3333
450326,11.2,-72.4667
450327,11.2,-72.5
450328,11.2,-72.65
450329,11.2,7.3
450330,11.2,7.3667
450331,11.2,-73.8833
450332,11.2,-74.0667
450333,11.2,-74.1833
450334,11.2,-74.2333
450335,11.2,-7.4333
450336,11.2,7.45
450337,11.2,7.4833
450338,11.2,7.5333
450339,11.2,7.5667
450340,11.2,7.6
450341,11.2,76.2333
450342,11.2,7.6333
450343,11.2,77.2833
450344,11.2,77.3667
450345,11.2,-7.7667
450346,11.2,7.8
450347,11.2,78.1167
450348,11.2,7.8333
450349,11.2,79.05
450350,11.2,79.7333
450351,11.2,-7.9833
450352,11.2,8.0833
450353,11.2,8.1167
450354,11.2,8.1667
450355,11.2,8.2333
450356,11.2,8.2667
450357,11.2,8.2833
450358,11.2,-83.85
450359,11.2,8.4
450360,11.2,8.45
450361,11.2,-8.45
450362,11.2,-8.4833
450363,11.2,8.5167
450364,11.2,-85.5167
450365,11.2,-85.6167
450366,11.2,-85.6333
450367,11.2,-85.8
450368,11.2,-8.7667
450369,11.2,8.8
450370,11.2,-8.8167
450371,11.2,-8.85
450372,11.2,8.9667
450373,11.2,-8.9667
450374,11.2,-9.1
450375,11.2,-9.1167
450376,11.2,-9.2833
450377,11.2,-9.3667
450378,11.2,-9.3833
450379,11.2,-9.6667
450380,11.2,-9.7
450381,11.2,-9.7667
450382,11.2,-9.7833
450383,11.2,9.8333
450384,11.2,98.8
450385,11.2,9.9
450386,11.2,99.5167
450387,11.2,99.5333
450388,11.2003,-70.3178
450389,11.2006,-64.3767
450390,11.2008,-70.2667
450391,11.2008,-72.5367
450392,11.2017,-70.2556
450393,11.2025,-69.6094
450394,11.2025,-70.1078
450395,11.2033,-69.4214
450396,11.2036,-72.0686
450397,11.2044,-70.5783
450398,11.2047,-69.9761
450399,11.2069,-69.2508
450400,11.2072,-72.8881
