node_id,x,y
1182201,39.97,9.6608
1182202,39.9703,116.0011
1182203,39.9703,124.3894
1182204,39.9703,124.6042
1182205,39.9703,-74.0692
1182206,39.9703,-75.67
1182207,39.9703,-75.8861
1182208,39.9706,122.9786
1182209,39.9706,124.9172
1182210,39.9706,126.5322
1182211,39.9706,48.3725
1182212,39.9706,-74.2244
1182213,39.9706,-75.7797
1182214,39.9706,-83.835
1182215,39.9706,-89.35
1182216,39.9706,-91.3961
1182217,39.9706,-91.8819
1182218,39.9708,112.0264
1182219,39.9708,124.3247
1182220,39.9708,125.3333
1182221,39.9708,-74.13
1182222,39.9708,-75.2369
1182223,39.9708,-75.9911
1182224,39.9708,-80.7508
1182225,39.9711,116.1111
1182226,39.9711,124.8939
1182227,39.9711,-75.0228
1182228,39.9711,-76.6544
1182229,39.9711,-79.7153
1182230,39.9711,-79.7811
1182231,39.9714,124.6489
1182232,39.9714,-75.2994
1182233,39.9714,-76.5739
1182234,39.9714,-78.9581
1182235,39.9714,9.6714
1182236,39.9717,-74.2078
1182237,39.9717,-75.8536
1182238,39.9717,-83.8369
1182239,39.9717,-92.6431
1182240,39.9719,116.5458
1182241,39.9719,125.1475
1182242,39.9719,127.4469
1182243,39.9719,32.6122
1182244,39.9719,32.8119
1182245,39.9719,46.2192
1182246,39.9719,-74.6833
1182247,39.9719,-75.1467
1182248,39.9719,-76.5203
1182249,39.9719,-76.7447
1182250,39.9719,-78.2714
1182251,39.9722,122.31
1182252,39.9722,125.7294
1182253,39.9722,127.855
1182254,39.9722,46.1778
1182255,39.9722,47.0514
1182256,39.9722,68.9686
1182257,39.9722,-74.1842
1182258,39.9722,-74.8564
1182259,39.9722,-75.0492
1182260,39.9722,-75.1814
1182261,39.9725,113.5358
1182262,39.9725,115.3794
1182263,39.9725,-123.4461
1182264,39.9725,-74.5833
1182265,39.9725,-75.4631
1182266,39.9725,-76.6125
1182267,39.9728,46.2853
1182268,39.9728,-75.2319
1182269,39.9728,-76.2883
1182270,39.9728,-79.8778
1182271,39.9728,-80.0442
1182272,39.9728,-82.0561
1182273,39.9728,-98.3714
1182274,39.9731,125.5317
1182275,39.9731,125.8678
1182276,39.9731,127.8144
1182277,39.9731,-74.225
1182278,39.9731,-74.9369
1182279,39.9731,-75.3269
1182280,39.9731,-75.8289
1182281,39.9731,-76.9225
1182282,39.9731,-79.6056
1182283,39.9731,-79.9733
1182284,39.9733,116.0447
1182285,39.9733,126.1669
1182286,39.9733,-74.1689
1182287,39.9733,-75.1533
1182288,39.9733,-78.3247
1182289,39.9733,-79.8283
1182290,39.9733,-81.3369
1182291,39.9736,125.4289
1182292,39.9736,-74.205
1182293,39.9736,-75.9214
1182294,39.9736,-76.6867
1182295,39.9736,-79.6256
1182296,39.9736,-83.8014
1182297,39.9736,-90.8547
1182298,39.9736,-92.0861
1182299,39.9736,-98.7103
1182300,39.9739,124.5139
1182301,39.9739,126.1208
1182302,39.9739,46.7169
1182303,39.9739,-85.1911
1182304,39.9739,8.5389
1182305,39.9742,113.3372
1182306,39.9742,124.4897
1182307,39.9742,126.0778
1182308,39.9742,127.5117
1182309,39.9742,-75.065
1182310,39.9742,-75.4406
1182311,39.9742,-75.8203
1182312,39.9742,-86.4969
1182313,39.9742,-94.7069
1182314,39.9744,125.35
1182315,39.9744,125.8053
1182316,39.9744,127.4358
1182317,39.9744,-76.6186
1182318,39.9744,-79.7628
1182319,39.9747,-110.9564
1182320,39.9747,115.9611
1182321,39.9747,124.4144
1182322,39.9747,125.6047
1182323,39.9747,46.2194
1182324,39.9747,49.2669
1182325,39.9747,-75.4508
1182326,39.9747,-75.7247
1182327,39.9747,-93.8008
1182328,39.975,-112.0833
1182329,39.975,-122.1756
1182330,39.975,127.815
1182331,39.975,-74.1375
1182332,39.975,-75.1633
1182333,39.975,-80.4208
1182334,39.975,-80.8703
1182335,39.9753,-85.3028
1182336,39.9753,-87.6358
1182337,39.9756,-111.7844
1182338,39.9756,-123.3172
1182339,39.9756,125.4847
1182340,39.9756,-75.9942
1182341,39.9758,119.0092
1182342,39.9758,46.13
1182343,39.9758,-74.2417
1182344,39.9758,-74.7106
1182345,39.9758,-80.9656
1182346,39.9758,-85.3883
1182347,39.9761,122.8569
1182348,39.9761,-74.8944
1182349,39.9761,-76.4067
1182350,39.9761,-76.7486
1182351,39.9761,-76.7658
1182352,39.9761,-80.0494
1182353,39.9761,-83.7819
1182354,39.9761,-91.6678
1182355,39.9764,-105.4128
1182356,39.9764,126.0361
1182357,39.9764,-75.3183
1182358,39.9764,-75.5361
1182359,39.9764,-76.5844
1182360,39.9764,-81.4133
1182361,39.9764,-81.4828
1182362,39.9764,-95.2967
1182363,39.9767,-105.4797
1182364,39.9767,-122.6286
1182365,39.9767,123.5928
1182366,39.9767,125.235
1182367,39.9767,126.5122
1182368,39.9767,32.5108
1182369,39.9767,44.5194
1182370,39.9767,45.9464
1182371,39.9767,-75.1006
1182372,39.9767,-76.6364
1182373,39.9769,126.9558
1182374,39.9769,-75.1717
1182375,39.9769,-75.1822
1182376,39.9769,-75.3897
1182377,39.9769,-82.5139
1182378,39.9769,-83.8347
1182379,39.9772,124.37
1182380,39.9772,32.8628
1182381,39.9772,48.2047
1182382,39.9772,48.8017
1182383,39.9772,-75.3339
1182384,39.9772,-77.175
1182385,39.9772,-81.7917
1182386,39.9772,-95.5617
1182387,39.9775,116.2058
1182388,39.9775,127.6306
1182389,39.9775,127.6747
1182390,39.9775,-75.3789
1182391,39.9778,-105.1314
1182392,39.9778,114.7256
1182393,39.9778,124.9542
1182394,39.9778,-74.1458
1182395,39.9778,-74.2103
1182396,39.9778,-74.2444
1182397,39.9778,-75.0131
1182398,39.9778,-79.6147
1182399,39.9778,-81.9836
1182400,39.9778,-84.2903
