node_id,x,y
1365401,44.6097,-68.8772
1365402,44.61,17.2869
1365403,44.61,17.9325
1365404,44.61,18.8422
1365405,44.61,18.8603
1365406,44.61,18.9164
1365407,44.61,19.1581
1365408,44.61,-70.1261
1365409,44.61,-72.8108
1365410,44.6103,16.0436
1365411,44.6103,16.6658
1365412,44.6103,17.7175
1365413,44.6103,19.5947
1365414,44.6103,-93.0019
1365415,44.6106,16.1497
1365416,44.6106,16.7375
1365417,44.6106,17.6906
1365418,44.6106,40.4642
1365419,44.6108,15.4533
1365420,44.6108,16.3989
1365421,44.6108,16.9628
1365422,44.6108,17.3672
1365423,44.6108,17.6797
1365424,44.6108,17.8347
1365425,44.6108,18.6225
1365426,44.6108,19.015
1365427,44.6108,19.3306
1365428,44.6108,41.3719
1365429,44.6108,-67.3972
1365430,44.6108,-93.8531
1365431,44.6111,16.1389
1365432,44.6111,17.2606
1365433,44.6111,17.46
1365434,44.6111,19.3247
1365435,44.6111,20.7225
1365436,44.6111,-69.335
1365437,44.6111,-72.4608
1365438,44.6111,-87.8631
1365439,44.6111,-88.4919
1365440,44.6114,16.0739
1365441,44.6114,16.6919
1365442,44.6114,16.8406
1365443,44.6114,16.9994
1365444,44.6114,17.4675
1365445,44.6114,17.5611
1365446,44.6114,17.6592
1365447,44.6114,17.9431
1365448,44.6114,-87.855
1365449,44.6117,135.4406
1365450,44.6117,16.8175
1365451,44.6117,17.7775
1365452,44.6117,17.9872
1365453,44.6117,20.7506
1365454,44.6117,41.1369
1365455,44.6117,43.405
1365456,44.6117,-85.6561
1365457,44.6119,16.6117
1365458,44.6119,17.7106
1365459,44.6119,18.6392
1365460,44.6119,18.8272
1365461,44.6119,19.9661
1365462,44.6119,39.9703
1365463,44.6119,42.2311
1365464,44.6119,-73.0092
1365465,44.6122,14.8219
1365466,44.6122,15.3417
1365467,44.6122,18.0106
1365468,44.6122,19.0353
1365469,44.6122,40.1794
1365470,44.6122,40.2303
1365471,44.6122,-74.9714
1365472,44.6125,16.1086
1365473,44.6125,16.9594
1365474,44.6125,17.1381
1365475,44.6125,17.6567
1365476,44.6125,17.8075
1365477,44.6128,-124.0475
1365478,44.6128,15.6633
1365479,44.6128,16.3083
1365480,44.6128,17.1328
1365481,44.6128,40.0222
1365482,44.6128,-67.4803
1365483,44.6128,-74.4986
1365484,44.6131,17.2706
1365485,44.6131,18.6672
1365486,44.6131,18.8192
1365487,44.6131,18.9869
1365488,44.6131,21.1044
1365489,44.6131,-85.3083
1365490,44.6133,15.5461
1365491,44.6133,17.545
1365492,44.6133,17.7756
1365493,44.6133,18.9736
1365494,44.6133,39.7844
1365495,44.6133,-89.915
1365496,44.6136,16.7558
1365497,44.6136,17.2033
1365498,44.6136,17.2925
1365499,44.6136,18.51
1365500,44.6136,18.6153
1365501,44.6136,18.9317
1365502,44.6136,19.1078
1365503,44.6136,21.5839
1365504,44.6136,-85.6967
1365505,44.6136,-89.5094
1365506,44.6139,14.4878
1365507,44.6139,16.62
1365508,44.6139,17.1267
1365509,44.6139,17.3797
1365510,44.6139,18.4528
1365511,44.6139,44.0894
1365512,44.6142,15.4117
1365513,44.6142,15.6722
1365514,44.6142,16.4114
1365515,44.6142,16.6411
1365516,44.6142,17.8344
1365517,44.6142,17.9683
1365518,44.6142,19.1178
1365519,44.6142,22.7072
1365520,44.6144,16.1572
1365521,44.6144,17.1956
1365522,44.6144,18.0394
1365523,44.6144,18.9039
1365524,44.6147,16.1492
1365525,44.6147,16.3142
1365526,44.6147,17.1061
1365527,44.6147,17.1544
1365528,44.6147,17.7789
1365529,44.6147,19.7853
1365530,44.6147,19.8119
1365531,44.6147,22.8325
1365532,44.6147,38.0308
1365533,44.6147,-69.1214
1365534,44.615,-123.1075
1365535,44.615,15.2822
1365536,44.615,17.6517
1365537,44.615,17.8603
1365538,44.615,18.0647
1365539,44.615,40.5206
1365540,44.615,-69.0186
1365541,44.615,-74.9464
1365542,44.6153,15.4567
1365543,44.6153,16.2686
1365544,44.6153,17.3083
1365545,44.6153,18.3531
1365546,44.6153,19.0078
1365547,44.6153,19.1264
1365548,44.6153,21.1825
1365549,44.6153,-68.525
1365550,44.6156,-100.0328
1365551,44.6156,-121.9469
1365552,44.6156,14.8247
1365553,44.6156,15.0211
1365554,44.6156,17.8256
1365555,44.6156,18.3794
1365556,44.6156,19.6392
1365557,44.6156,21.5417
1365558,44.6156,41.1414
1365559,44.6156,-68.5267
1365560,44.6156,-88.1903
1365561,44.6156,-89.0161
1365562,44.6158,16.3953
1365563,44.6158,19.9422
1365564,44.6158,21.4875
1365565,44.6158,-70.1933
1365566,44.6158,-84.2711
1365567,44.6161,16.1122
1365568,44.6161,17.4472
1365569,44.6161,17.6219
1365570,44.6161,18.1508
1365571,44.6161,19.1606
1365572,44.6161,-67.785
1365573,44.6161,-70.7153
1365574,44.6164,18.0806
1365575,44.6164,19.0928
1365576,44.6164,19.1842
1365577,44.6164,42.2003
1365578,44.6167,0.0333
1365579,44.6167,-0.0333
1365580,44.6167,-0.05
1365581,44.6167,-0.0667
1365582,44.6167,0.0833
1365583,44.6167,-0.1
1365584,44.6167,0.1167
1365585,44.6167,-0.1167
1365586,44.6167,0.1667
1365587,44.6167,-0.1833
1365588,44.6167,-0.2333
1365589,44.6167,0.25
1365590,44.6167,-0.2667
1365591,44.6167,-0.2833
1365592,44.6167,-0.3
1365593,44.6167,-0.3167
1365594,44.6167,0.3333
1365595,44.6167,0.35
1365596,44.6167,0.3833
1365597,44.6167,0.4167
1365598,44.6167,-0.4333
1365599,44.6167,0.5167
1365600,44.6167,0.5667
