node_id,x,y
1406201,45.75,34.4667
1406202,45.75,3.45
1406203,45.75,3.4667
1406204,45.75,3.5167
1406205,45.75,3.55
1406206,45.75,3.5833
1406207,45.75,3.6167
1406208,45.75,3.75
1406209,45.75,3.7667
1406210,45.75,38.25
1406211,45.75,3.85
1406212,45.75,3.8833
1406213,45.75,39.1331
1406214,45.75,3.9167
1406215,45.75,39.2
1406216,45.75,3.9833
1406217,45.75,4.0167
1406218,45.75,4.1333
1406219,45.75,4.15
1406220,45.75,4.1833
1406221,45.75,4.2333
1406222,45.75,4.2833
1406223,45.75,4.3167
1406224,45.75,4.35
1406225,45.75,4.3833
1406226,45.75,4.4333
1406227,45.75,4.5167
1406228,45.75,4.5833
1406229,45.75,4.7
1406230,45.75,4.7333
1406231,45.75,4.85
1406232,45.75,4.9667
1406233,45.75,5.0167
1406234,45.75,5.0667
1406235,45.75,5.1
1406236,45.75,5.15
1406237,45.75,5.1833
1406238,45.75,5.2167
1406239,45.75,5.25
1406240,45.75,5.2833
1406241,45.75,5.3333
1406242,45.75,5.45
1406243,45.75,5.4833
1406244,45.75,5.5167
1406245,45.75,5.5333
1406246,45.75,5.6
1406247,45.75,5.6667
1406248,45.75,5.75
1406249,45.75,5.7667
1406250,45.75,5.7833
1406251,45.75,5.8167
1406252,45.75,5.8333
1406253,45.75,5.9333
1406254,45.75,6.0
1406255,45.75,6.0833
1406256,45.75,6.1167
1406257,45.75,6.1333
1406258,45.75,6.25
1406259,45.75,62.6333
1406260,45.75,-62.7333
1406261,45.75,6.2833
1406262,45.75,6.3
1406263,45.75,6.3333
1406264,45.75,6.4
1406265,45.75,6.4167
1406266,45.75,-64.7167
1406267,45.75,6.4833
1406268,45.75,6.5833
1406269,45.75,6.9667
1406270,45.75,6.9833
1406271,45.75,7.0333
1406272,45.75,7.0667
1406273,45.75,-70.7
1406274,45.75,7.25
1406275,45.75,7.3333
1406276,45.75,-73.4833
1406277,45.75,7.3833
1406278,45.75,74.25
1406279,45.75,7.4667
1406280,45.75,7.5333
1406281,45.75,7.55
1406282,45.75,7.6167
1406283,45.75,7.65
1406284,45.75,7.7333
1406285,45.75,7.85
1406286,45.75,78.8667
1406287,45.75,79.25
1406288,45.75,79.6333
1406289,45.75,79.8833
1406290,45.75,80.1333
1406291,45.75,80.25
1406292,45.75,80.75
1406293,45.75,8.2667
1406294,45.75,8.3
1406295,45.75,8.3833
1406296,45.75,8.4333
1406297,45.75,8.4833
1406298,45.75,8.5
1406299,45.75,8.6667
1406300,45.75,8.6833
1406301,45.75,8.75
1406302,45.75,8.7667
1406303,45.75,8.8167
1406304,45.75,8.9
1406305,45.75,8.9833
1406306,45.75,90.2
1406307,45.75,9.05
1406308,45.75,9.35
1406309,45.75,9.4167
1406310,45.75,9.4833
1406311,45.75,9.5667
1406312,45.75,9.5833
1406313,45.75,9.6
1406314,45.75,9.6167
1406315,45.75,9.65
1406316,45.75,96.5
1406317,45.75,9.75
1406318,45.75,9.9
1406319,45.7503,12.1072
1406320,45.7503,17.0475
1406321,45.7503,18.7331
1406322,45.7503,-93.9864
1406323,45.7506,12.6717
1406324,45.7508,-111.3036
1406325,45.7511,-112.7464
1406326,45.7511,-85.5156
1406327,45.7514,-120.4792
1406328,45.7514,-120.6028
1406329,45.7514,18.0631
1406330,45.7514,38.4497
1406331,45.7517,-122.7119
1406332,45.7517,39.9419
1406333,45.7517,-87.2833
1406334,45.7519,19.4761
1406335,45.7519,46.185
1406336,45.7519,-67.9464
1406337,45.7519,-94.22
1406338,45.7522,-123.195
1406339,45.7522,-95.6169
1406340,45.7525,42.0247
1406341,45.7531,-116.3233
1406342,45.7531,12.1686
1406343,45.7531,20.8347
1406344,45.7531,20.975
1406345,45.7533,-120.9036
1406346,45.7533,-91.8389
1406347,45.7536,12.7117
1406348,45.7536,13.8839
1406349,45.7536,16.8261
1406350,45.7539,-121.4244
1406351,45.7539,17.5781
1406352,45.7544,-122.8764
1406353,45.7544,12.3919
1406354,45.7544,47.6653
1406355,45.7547,-122.6603
1406356,45.7547,12.5536
1406357,45.7547,13.0594
1406358,45.7547,17.3069
1406359,45.755,21.7603
1406360,45.7553,38.7511
1406361,45.7556,18.4703
1406362,45.7556,40.0058
1406363,45.7558,12.4817
1406364,45.7558,-93.6542
1406365,45.7561,12.8894
1406366,45.7561,42.1089
1406367,45.7561,43.5633
1406368,45.7564,12.3136
1406369,45.7567,-110.4956
1406370,45.7567,13.5092
1406371,45.7567,13.8511
1406372,45.7569,-121.6492
1406373,45.7572,13.9467
1406374,45.7575,12.9197
1406375,45.7575,19.1981
1406376,45.7575,-92.9622
1406377,45.7578,12.4103
1406378,45.7578,12.76
1406379,45.7578,21.0256
1406380,45.7578,38.0803
1406381,45.7581,-110.2558
1406382,45.7581,-111.3192
1406383,45.7581,12.2519
1406384,45.7581,14.0603
1406385,45.7583,18.5281
1406386,45.7583,21.1122
1406387,45.7586,-100.6758
1406388,45.7586,-121.0711
1406389,45.7586,-122.5592
1406390,45.7586,18.3661
1406391,45.7586,-87.3353
1406392,45.7589,-105.1147
1406393,45.7592,19.8292
1406394,45.7592,43.9244
1406395,45.7592,-91.3528
1406396,45.7594,12.8406
1406397,45.7594,14.4267
1406398,45.7597,13.8331
1406399,45.76,12.0561
1406400,45.76,38.3425
