node_id,x,y,demand,ready_time,due_date,service_time
1.0,40.0,50.0,0.0,0.0,960.0,0.0
27.0,95.0,30.0,30.0,0.0,891.0,10.0
28.0,95.0,35.0,20.0,0.0,892.0,10.0
29.0,92.0,30.0,10.0,0.0,894.0,10.0
30.0,90.0,35.0,10.0,0.0,897.0,10.0
31.0,88.0,30.0,10.0,0.0,898.0,10.0
32.0,88.0,35.0,20.0,0.0,899.0,10.0
33.0,87.0,30.0,10.0,0.0,898.0,10.0
34.0,85.0,25.0,10.0,0.0,898.0,10.0
35.0,85.0,35.0,30.0,0.0,902.0,10.0
51.0,72.0,35.0,30.0,0.0,914.0,10.0
52.0,55.0,20.0,19.0,0.0,916.0,10.0
63.0,65.0,35.0,3.0,167.0,287.0,10.0
64.0,65.0,20.0,6.0,0.0,910.0,10.0
68.0,64.0,42.0,9.0,268.0,388.0,10.0
72.0,65.0,55.0,14.0,0.0,924.0,10.0
73.0,63.0,65.0,8.0,0.0,922.0,10.0
77.0,60.0,12.0,31.0,268.0,388.0,10.0
85.0,57.0,29.0,18.0,395.0,515.0,10.0
86.0,63.0,23.0,2.0,0.0,914.0,10.0
90.0,67.0,5.0,25.0,0.0,897.0,10.0
94.0,61.0,52.0,3.0,0.0,928.0,10.0
95.0,57.0,48.0,23.0,0.0,932.0,10.0
96.0,56.0,37.0,6.0,0.0,929.0,10.0
